text,label,cardinalidad_vocabulario,Longitud del Comentario,Recuento de Palabras
refugiados estan en situacion de peligro inminente en el momento que cierras una via violan un derecho cuando viene las autoridades de control abrirla y pones resistencia y utiliza la violencia para no permitirlo estan permitiendo que se haga uso de la fuerza y peligren vidas,0,38,276,46
asi es trabaje en cucuta con el tema inmigrantes venezolanos por casi tres anos y lo que dices es totalmente cierto aca el cuento de revista semana es desinformar y bombardear cualquier cosa que diga yo si se como es la situacion alla payasos,0,38,242,44
no se puede construir nada sobre el resentimiento y la venganza lo sabemos bien los venezolanos,0,16,95,16
es la autora de 'paren de parir' sobre las mujeres venezolanas en colombia,0,13,74,13
deberia ser asi ese correa no es un refugiado politico es una garrapata de perro que solo hace dano y que absorbe los nutrientes de todo un pueblo que le dio poder y supo mantener para que ahora quiera destruirlo mas de como lo dejo,0,37,232,45
de aqui en mas todo veneco debe ser bien investigado y ante el menor indicio deportarlos a patadas,1,18,98,18
resistan hermanos democratas ecuatorianos los comunistas que manipulan comunidades indigenas por para propios intereses vayanse a vivir a cuba o venezuela alla disfrutaran su comunismo httpstcoxvsi20isyd,0,25,203,26
chuzooo turro turro mi venezuela querida,0,5,40,6
en el diamundialdelosrefugiados recordamos que todas las personas del mundo tienen derecho a buscar proteccionsin importar quienes seande donde provengan ni cuando hayan tenido que huir honrando hoy a las personas refugiadas y desplazadas de todo el mundo httpstcoa0cp8eznwv,0,33,274,39
para todo hpta q cree q nos parecemos a los venecos lea malparido la historia y si todavia sigue con la cabeza en el culo se puede ir a su mierda cuando quiera hpts los colombianos puros y berracos no corremos afrontamos con la frente en alto y seguimos luchando asi la caguemos,1,43,278,53
veneco,1,1,6,1
fernando yo creo que ya estas grande y sabes discernir entre la banalidad de de una posesion y la necesidad de un pueblo venezolano empobrecido y precarizado empecemos a hablar de las mejores formas de reactivar la frontera y las consecuencias para los dos estados httpstcotcvlhgr7hd,0,36,283,46
sii o sea creo que va por preferencia yo habia hecho un test y lo di por hecho porque al principio me daba dudoso entre 9w1 y 4w5 pero luego entre 9w1 y 6w5 y me senti mas six que four y luego en el test me dio nine hundred and sixty-four dios que lio me siento la chama de los horoscopos aterrador,0,48,298,63
por favor ayudenme tengo desde febrero esperando mi ppt tengo anos con pep y ahora no siquiera tengo aprobado ppt osea es mas facil dejar indocumentado a uno y darles documentos a quienes recien llegan,0,30,201,35
18jun desde el twenty-one de enero de two thousand and twenty-two las personas de nacionalidad venezolana requieren visa para ingresar a territorio mexicano en calidad de visitantes somosfronteraviva httpstcohvfaxgxugh,0,26,218,29
noticias solo en two thousand and twenty-one el gobierno venezolano tuvo acceso al contenido de llamadas de mensajes de texto y metadatos de fifteen millones de cuentas o accesos de la operadora privada movistar httpstcokfirih1p08,0,30,230,35
refugiados climaticos la verdadera catastrofe ambiental dw documental httpstcolepkfspe3b a traves de,0,12,100,12
jajajaaj que conchudo correa mejor por que no te quedas en venezuela xdd ya bastante dano has hecho a muchos paises y al tuyo propio deja de joder,0,27,146,28
comparto la celebracion y conmemoracion por el dia del refugiado brindemos nuestro apoyo y seamos solidarios httpstcotekn9bf3p4,0,16,127,17
regularizar delincuencia venecos protegidos por ti quieren atentar contra tu jefe httpstco2xvi7amr4q,1,12,100,12
la especulacion por servicios basicos en venezuela esta desatada cambiar four bujias ten cambiar una correa de lavadora twenty-five o mas cambiar un timer de nevera twenty o mas cambiar un kit de wc forty mantenimiento de un aire acondicionado30 le ven la cara a la gente,0,35,271,47
?que puedo hacer si salgo sin documentos del vehiculo y en la via me requiere un agente de transito petrobastaya petropresidente nuestraprioridades depetroespero petronecesita httpstcom2xhsma6vx,0,26,194,25
me quede sin papeles y sin documentos la ultima vez que me enamore,0,11,66,13
aunque colombia ostenta el primer lugar como pais receptor de poblacion venezolana ocupa el undecimo lugar en reconocimientos de la condicion de refugiado httpstcou7mrm2vwtu,0,20,173,24
?o sea uribe cuando se reunia con chavez era socialdemocrata ?cuando se proponia una gran alianza binacional por el petroleo era socialdemocrata ahora que eeuu plantea comprar petroleo venezolano ?no es tan comunista raras esas socialdemocracias a conveniencia,0,34,260,38
y por esto es que digo que los venecos son estupidos por naturaleza httpstcoyptfaimwfv,1,12,86,14
chamo dejanos en paz,1,4,20,4
chamo deja las drogas,1,4,21,4
el dentro de su mision solidaria para salvar vidas colaboro con una gran cantidad de medicamentos e insumos medicos a la y entrego al personal medico de que presta su contingente de atencion a las personas refugiadas en el lugar httpstco70dgew6epk,0,35,247,41
las sanciones son para particulares de hecho usa sigue siendo el cliente principal de venezuela en cuanto al petroleo y paga en diariamente el dinero por ese conceptodinero que entra a las arcas del estado las importaciones venezolanas de insumos y bienes son en,0,35,262,44
"conlosrefugiados ecuador reporta seventy-two thousand, two hundred and twenty-nine refugiados y eleven thousand, seven hundred and forty-two solicitantes de asilo segun acnur httpstcoyrk9oildpw via",0,22,197,24
es lamentable lo que le paso a tu mama no debio pasar y es injusto pero tratar de esa manera tan baja a la alcaldesa no le devolvera las pertenecias robadas y culparla por la migracion de venezolanos es solo sandeces pues todos sabemos la razon de la migracion venezolana,0,38,271,50
te quedaste vestido y alborotado con los churos hechos se te hicieron agua los helados eighty-one indocumentados tratando de decidir por un pueblo ya cansan,1,23,156,25
repudiamos los actos vandalicos y responsabilizamos a belgica y su refugiado por no respetar y cumplir las leyes internacionales que lo asisten las negociaciones de paz velaran por el bien de ecuatorianos y su reparacion economica inmediata httpstco7xqbppahcn,0,31,259,38
salen los venecos y se llena panama de una,1,9,42,9
migrantes africanos mueren en la frontera con espana internacional al menos twenty-three refugiados africanos murieron o fueron asesinados por las fuerzas del orden cuando intentaban ingresar a melilla ciudad autonoma espanola ubicada en la frontera con marruecos httpstcoongila4m1k,0,33,282,38
tu eres mio sin papeles,0,5,23,5
marico malditos venecos trabajan en un local al norte de la ciudad venden productos que son sumamente costosos y dejan buen profit pero quieren pagarle five thousand and sixty al mes a sus empleados malditos vividores asquerosos,1,35,228,37
segun la acnur mas de eight hundred and ninety-three millones de personas en todo el mundo se han visto obligadas a huir de sus hogares entre ellas hay two hundred and seventy-one millones de personas refugiadas mas de la mitad menores de eighteen anos hoy es el diamundialdelrefugiado todos podemos hacer algo httpstcocnpjiispke,0,41,329,53
abre las fronteras porque le conviene a sus amigos chavistas los venezolanos son los que van a vivir sabroso en colombia los que son pobres en colombia van a seguir siendo pobres y van a tener que competir con venecos por empleo,1,29,228,42
ponte el poncho rojo asi hacen los chamos,0,8,41,8
siiiii jajaja me pasa cuando veo a un paisano y me habla soy modo dios mio ya le puedo decir chama a alguien httpstco0kwt27ahd1,0,22,127,24
diamundialpersonasrefugiadas cruz roja es apoya a las personas refugiadas y solicitantes de asilo desde hace mas de thirty anos formando parte del sistema estatal de acogida quien sea donde sea cuando sea toda persona tiene derecho a buscar seguridad,0,34,250,39
"se realizo el lanzamiento de ""mas cerca de los derechos acercando el derecho a las personas migrantes refugiadas y retornadas"" del consorcio conectandocaminosporlosderechos httpstco3iqhmlnftr httpstco6oce2tul5t",0,25,210,25
oiga chamo lo espero en peru o que,0,8,34,8
al menos venezolanos no eran lastima lo inhumano de estos traficante es de no se no los animales se comportan asi,0,17,113,21
?estamos ubicados que hablamos de delincuencia comun no de narcotrafico pero ya que toca el tema muchos venezolanos en el barrio antioquia ahora son los que manejan las plazas de microtafico ?sera que evolucionaron o quizas me lo invente y no se puede probar,1,38,258,44
los ten millones que votamos contra petro esperamos estar bien representados en la oposicion la oposicion colombiana debe marcar la diferencia con la venezolana de no dividirse esa es la garantia de en four anos recuperar el pais,0,31,229,38
jajajaja esta senora es un cuento ?no nos deseo lo peor a que se queda ?para volverse como los venezolanos a mendigar en dos anos las groserias y lo arribista se lo llevara a la tumba no le deseo la muerte pero todos vamos para alla y entre mas viejos mas cerca,0,42,261,52
chile alla venezuela aqui los primeros partidos de la eliminatoria igual fue solido no joroben dida fue fundamental para asegurar la clasificacion sobre todo en colombia y chile ahi la ganamos no se bajaron a pervis no se van a bajar a dida a llorar al parque,0,36,259,47
te espero ya me canse de las venezolanas httpstcopb3mywwxdo,0,9,59,9
dotora gritona catano entonces ya no nos vamos a volver como venezuela no nos van a expropiar no camos a perder la democracia porque todos los q decian eso se estan pegando para donde petro,0,30,189,35
que cinico hablando de algo que seguramente no ha vivido deja la hipocresia amigo que tu no has vivido nunca la situacion del venezolano y en este pais ya hay personas que no comen sino solo una vez al dia y teniendo a un presidente de derecha,0,38,243,47
las personas refugiadas son victimas porque circunstancias ajenas a su voluntad muchas veces violentas y tragicas las obligan a salir de sus territorios por eso no hay nada mas hermoso y humano que recibirlos con amor y sobre todo con derechos saluddemigrantesyrefugiados,0,37,271,42
"por ese excelente proceso de regularizacion de otorgamiento de ptp mas one thousand, eight hundred millones venezolanos la cual puede tener una vida y tener todos los beneficios a nuestro refugiados",0,29,198,31
me vi <<flee>> un documental animado sobre la historia de una familia de refugiados hermoso y doloroso lo lograron de forma muy bella sin sobreexplotar la tragedia y trayendo algo de honestidad y universalidad al relato si pueden veanlo httpstco9lnfpsas28,0,36,255,40
venga y este veneco quien le da derecho arregle primero su casa y luego opine de las demas su opinion y el papel higienico nos sirve a los colombianos petristas exactamente para lo mismo y si quiere tambien su cara metido,1,36,221,41
"el ""derecho burgues"" te sentencio por corrupto tu ""derecho"" te esta limpiado desde que tienes el poder para hacerlo mafias son las tuya la cubana es la peor la venezolana la de evo ortega y el machi a lasso lo acaban de elegir ?de que mafia hablas",0,40,247,47
"vamos salgamos a capturar chamos indigenas y colombianos que estan en esta revuelta cobrando dinero para destruir quito ""capturado deportado""y a los indigenas los encerramos en el estadio y los banamos con agua helada y punta de ortiga los hacemos reflexionar positivamente",1,36,273,42
lo que viene despues es un autogolpe de estado y se sabe quien es leal y quien no y tienen unas nuevas fuerzas armadas a favor del regimen socialista pidan el libreto venezolano,0,29,177,33
ddencuenca en el marco del diadelrefugiado participamos en la feria refugiando del gtrm en donde difundimos informacion sobre nuestros servicios gratuitos a favor de personas lgbtiq refugiadas migrantes y ecuatorianas gracias al apoyo de httpstcoycx69vten9,0,31,256,35
"que imitaciones mas malas en el gran programa de la matraca de paulina rubio parece una piedrera la voz nada que ver y la ""simpatica"" chama parece el presidente de la universidad de costa rica igual de feo esperemos solo eso de mal en peor y perillazo",0,36,251,47
